index,player_name,team,overall_innings,overall_runs,overall_notout,balls,centuries,fifties,thirties,zeros,overall_average,strike_rate,form_innings,form_runs,recent_not_outs,recent_100s,recent_50s,recent_30s,recent_zeros,form_average,home_innings,home_runs,home_not_out_count,home_100s,home_50s,home_30s,home_zeros,home_average,away_innings,away_runs,away_not_out_count,away_100s,away_50s,away_30s,away_zeros,away_average,img_url
0,AB de Villiers,South Africa,74,1672,11,1277,0,10,11,5,26.53968254,115.2388609,10,398,2,0,3,3,0,49.75,26,535,4,0,3,4,3,24.31818182,48,1137,7,0,7,7,2,27.73170732,https://i.ibb.co/y6XhJVN/ab.jpg
1,Shahid Afridi,Pakistan,88,1397,12,959,0,4,8,8,18.38157895,134.7755875,10,141,0,0,0,1,1,14.1,3,21,1,0,0,0,0,10.5,85,1376,11,0,4,8,8,18.59459459,https://i.ibb.co/Z8NHkry/afridi.jpg
2,HM Amla,South Africa,44,1277,10,991,0,8,11,2,37.55882353,111.5514254,10,331,4,0,4,0,1,55.16666667,14,373,3,0,2,3,0,33.90909091,30,904,7,0,6,8,2,39.30434783,https://i.ibb.co/PctkPVx/amla.jpg
3,R Ashwin,India,11,123,5,120,0,0,1,0,20.5,119.0076394,10,119,5,0,0,1,0,23.8,6,75,2,0,0,1,0,18.75,5,48,3,0,0,0,0,24,https://i.ibb.co/qn4F7YX/ashwin.jpg
4,JM Bairstow,England,45,1050,9,771,0,6,8,3,29.16666667,117.9851127,10,279,3,0,2,1,0,39.85714286,17,343,2,0,2,2,2,22.86666667,28,707,7,0,4,6,1,33.66666667,https://i.ibb.co/Xb0Ljg2/bairstow.jpg
5,IG Butler,New Zealand,5,5,3,11,0,0,0,1,2.5,58.33333333,5,5,3,0,0,0,1,2.5,1,1,1,0,0,0,0,0,4,4,2,0,0,0,1,2,https://i.ibb.co/sKBs2sD/butler.jpg
6,MS Dhoni,India,84,1617,45,1332,0,2,16,2,41.46153846,129.9301416,10,253,4,0,1,3,0,42.16666667,30,670,15,0,1,8,0,44.66666667,54,947,30,0,1,8,2,39.45833333,https://i.ibb.co/P5XjJF1/dhoni.jpg
7,HH Gibbs,South Africa,23,400,1,333,0,3,2,4,18.18181818,92.89097604,10,175,0,0,1,2,0,17.5,11,239,1,0,2,0,2,23.9,12,161,0,0,1,2,2,13.41666667,https://i.ibb.co/k3twx49/gibbs.jpg
8,AD Hales,England,59,1644,8,1228,1,8,14,4,32.23529412,115.3225579,10,236,1,0,1,3,0,26.22222222,21,770,5,0,5,8,1,48.125,38,874,3,1,3,6,3,24.97142857,https://i.ibb.co/LP13GcM/hales.jpg
9,ML Hayden,Australia,9,308,3,218,0,4,0,0,51.33333333,143.0753512,9,308,3,0,4,0,0,51.33333333,1,20,0,0,0,0,0,20,8,288,3,0,4,0,0,57.6,https://i.ibb.co/fMKwvTp/hayden.jpg
10,RA Jadeja,India,22,217,9,200,0,0,1,2,16.69230769,104.0049867,10,127,6,0,0,1,1,31.75,8,49,1,0,0,0,2,7,14,168,8,0,0,1,0,28,https://i.ibb.co/NTnr8Q7/jadeja.jpg
11,JH Kallis,South Africa,23,666,5,564,0,5,5,0,37,113.0641379,10,240,3,0,2,1,0,34.28571429,4,92,0,0,1,0,0,23,19,574,5,0,4,5,0,41,https://i.ibb.co/2h0nrJs/kallis.jpg
12,KD Karthik,India,25,399,13,286,0,0,6,2,33.25,149.0662175,10,161,6,0,0,3,1,40.25,6,67,5,0,0,1,0,67,19,332,8,0,0,5,2,30.18181818,https://i.ibb.co/MhwN65z/karthik.jpg
13,EJG Morgan,England,96,2311,21,1713,0,14,16,3,30.81333333,118.2598582,10,173,1,0,1,0,0,19.22222222,29,629,5,0,4,4,1,26.20833333,67,1682,16,0,10,12,2,32.98039216,https://i.ibb.co/DgtVC1T/morgan.jpg
14,RR Pant,India,29,512,5,428,0,2,4,3,21.33333333,96.4474542,10,187,2,0,0,2,1,23.375,18,283,3,0,1,2,1,18.86666667,11,229,2,0,1,2,2,25.44444444,https://i.ibb.co/55KctkD/pant.jpg
15,KP Pietersen,England,36,1176,5,856,0,7,12,1,37.93548387,132.1913712,10,354,2,0,2,5,0,44.25,12,356,1,0,1,6,1,32.36363636,24,820,4,0,6,6,0,41,https://i.ibb.co/dPv0bZy/pietersen.jpg
16,KL Rahul,India,45,1557,6,1136,2,12,6,4,39.92307692,115.0559456,10,207,0,0,1,3,3,20.7,23,764,2,0,8,2,2,36.38095238,22,793,4,2,4,4,2,44.05555556,https://i.ibb.co/tLb86qZ/rahul.jpg
17,SK Raina,India,65,1605,10,1259,1,5,18,3,29.18181818,111.2821659,10,283,0,0,1,3,1,28.3,20,418,2,0,1,5,1,23.22222222,45,1187,8,1,4,13,2,32.08108108,https://i.ibb.co/sP0t1CK/raina.jpg
18,JJ Roy,England,43,1034,2,753,0,5,9,6,25.2195122,112.7645357,10,221,0,0,0,4,2,22.1,13,322,2,0,2,2,2,29.27272727,30,712,0,0,3,7,4,23.73333333,https://i.ibb.co/wNgXGXh/roy.jpg
19,SV Samson,India,7,83,0,72,0,0,0,0,11.85714286,136.765873,7,83,0,0,0,0,0,11.85714286,1,6,0,0,0,0,0,6,6,77,0,0,0,0,0,12.83333333,https://i.ibb.co/Pw0SKY1/samson.jpg
20,KC Sangakkara,Sri Lanka,53,1382,10,1193,0,8,12,2,32.13953488,104.8475559,10,204,2,0,1,2,1,25.5,17,489,4,0,2,5,0,37.61538462,36,893,6,0,6,7,2,29.76666667,https://i.ibb.co/Brz5r6d/sangakara.jpg
22,RV Uthappa,India,12,249,2,215,0,1,4,1,24.9,91.59978873,10,199,2,0,0,4,0,24.875,2,36,0,0,0,1,0,18,10,213,2,0,1,3,1,26.625,https://i.ibb.co/R0tXTHC/uthappa.jpg
23,Yuvraj Singh,India,51,1177,10,906,0,8,7,1,28.70731707,111.6641095,10,169,2,0,0,1,0,21.125,18,437,3,0,3,3,1,29.13333333,33,740,7,0,5,4,0,28.46153846,https://i.ibb.co/KG0pJYv/yuvraj.jpg
269,ADS Fletcher,West Indies,43,823,7,768,0,6,4,6,22.86111111,81.90059761,10,174,2,0,1,2,1,21.75,15,223,2,0,2,0,2,17.15384615,28,600,5,0,4,4,4,26.08695652,https://i.ibb.co/LhYtvG6/ADS-Fletcher.jpg
45,BB McCullum,New Zealand,70,2140,13,1623,2,13,13,3,37.54385965,119.2739384,10,326,2,0,3,2,1,40.75,23,787,6,1,6,4,1,46.29411765,47,1353,7,1,7,9,2,33.825,https://i.ibb.co/YXn74qY/BB-Mc-Cullum.jpg
111,TM Dilshan,Sri Lanka,76,1830,13,1552,1,13,12,9,29.04761905,94.2037302,10,270,2,0,2,1,0,33.75,24,702,4,1,7,2,2,35.1,52,1128,9,0,6,10,7,26.23255814,https://i.ibb.co/8MzrMWC/dilshan.jpg
88,DJ Bravo,West Indies,62,1157,14,1044,0,4,9,6,24.10416667,100.1562399,10,128,2,0,1,0,1,16,22,360,6,0,0,3,1,22.5,40,797,8,0,4,6,5,24.90625,https://i.ibb.co/ZdhssVL/dj-bravo.jpg
82,CH Gayle,West Indies,57,1656,5,1255,2,13,6,4,31.84615385,107.9397562,10,137,0,0,0,1,2,13.7,17,316,0,0,1,2,2,18.58823529,40,1340,5,2,12,4,2,38.28571429,https://i.ibb.co/LnyyYkG/gayle.jpg
798,HH Pandya,India,32,474,8,335,0,0,5,2,19.75,146.0937093,10,203,2,0,0,2,0,25.375,18,221,2,0,0,1,1,13.8125,14,253,6,0,0,4,1,31.625,https://i.ibb.co/WGHpgQZ/HH-Pandya.jpg
1044,KH Pandya,India,9,121,4,94,0,0,0,0,24.2,118.7386379,9,121,4,0,0,0,0,24.2,4,41,2,0,0,0,0,20.5,5,80,2,0,0,0,0,26.66666667,https://i.ibb.co/mhv6Zsx/KH-Pandya.jpg
445,V Kohli,India,84,3159,25,2338,0,28,14,3,53.54237288,122.3545355,10,414,3,0,4,2,1,59.14285714,36,1351,14,0,12,3,2,61.40909091,48,1808,11,0,16,11,1,48.86486486,https://i.ibb.co/1dHWFV0/Kohli.jpg
544,GJ Maxwell,Australia,65,1780,9,1170,3,9,9,2,31.78571429,126.0887761,10,203,0,0,2,0,0,20.3,18,463,3,1,2,3,1,30.86666667,47,1317,6,2,7,6,1,32.12195122,https://i.ibb.co/nj7c8p6/maxwell.jpg
629,MM Ali,England,30,392,7,298,0,2,3,6,17.04347826,101.5152268,10,184,2,0,1,1,0,23,10,199,3,0,2,0,1,28.42857143,20,193,4,0,0,3,5,12.0625,https://i.ibb.co/7CYNtf4/MM-ALi.jpg
770,MP Stoinis,Australia,23,376,9,296,0,1,2,1,26.85714286,111.3407014,10,247,3,0,1,1,0,35.28571429,5,56,2,0,0,0,0,18.66666667,18,320,7,0,1,2,1,29.09090909,https://i.ibb.co/q0K9JF9/MP-Stoinis.jpg
566,Q de Kock,South Africa,46,1303,5,978,0,6,15,3,31.7804878,123.1751605,10,364,1,0,3,4,0,40.44444444,21,619,2,0,3,8,0,32.57894737,25,684,3,0,3,7,3,31.09090909,https://i.ibb.co/DbzQt2F/q-de-kock.jpg
454,AD Russell,West Indies,40,540,14,374,0,0,5,6,20.76923077,118.3284115,10,274,4,0,0,5,0,45.66666667,10,99,3,0,0,1,3,14.14285714,30,441,11,0,0,4,3,23.21052632,https://i.ibb.co/CQ1ZzSg/Russell.jpg
1346,SM Curran,England,8,66,3,46,0,0,0,0,13.2,159.8214286,8,66,3,0,0,0,0,13.2,0,31,1,0,0,0,0,13,8,66,3,0,0,0,0,13.2,https://i.ibb.co/3pw7L5f/SM-Curran.jpg
1205,SS Iyer,India,25,550,7,414,0,3,5,2,30.55555556,118.4752832,10,228,3,0,1,3,1,32.57142857,18,385,4,0,2,3,1,27.5,7,165,3,0,1,2,1,41.25,https://i.ibb.co/crJ6Nyn/SS-Iyer.jpg
888,TK Curran,England,10,54,6,49,0,0,0,0,13.5,113.3939394,10,54,6,0,0,0,0,13.5,5,18,4,0,0,0,0,18,5,36,2,0,0,0,0,12,https://i.ibb.co/nftxjV0/TK-Curran.jpg
78,SR Watson,Australia,56,1462,7,1040,1,10,11,3,29.83673469,115.8409399,10,306,3,1,0,2,0,43.71428571,12,420,3,1,2,3,0,46.66666667,44,1042,4,0,8,8,3,26.05,https://i.ibb.co/DLTF5Nx/watson.jpg
25,IR Bell,England,8,188,1,166,0,1,1,0,26.85714286,100.7270497,8,188,1,0,1,1,0,26.85714286,3,87,1,0,1,0,0,43.5,5,101,0,0,0,1,0,20.2,https://i.ibb.co/YN3dFnR/player.png
27,PD Collingwood,England,33,583,3,467,0,3,2,3,19.43333333,108.1106755,10,102,1,0,0,0,1,11.33333333,12,247,0,0,1,1,0,20.58333333,21,336,3,0,2,1,3,18.66666667,https://i.ibb.co/YN3dFnR/player.png
29,MH Yardy,England,7,96,5,72,0,0,1,2,48,99.11739055,7,96,5,0,0,1,2,48,4,88,4,0,0,1,0,0,3,8,1,0,0,0,2,4,https://i.ibb.co/YN3dFnR/player.png
32,Shoaib Malik,Pakistan,104,2311,33,1896,0,8,23,2,32.54929577,119.8920967,10,214,2,0,1,1,0,26.75,10,306,4,0,2,4,0,51,94,2005,29,0,6,19,2,30.84615385,https://i.ibb.co/YN3dFnR/player.png
33,Mohammad Hafeez,Pakistan,93,2298,14,1940,0,14,17,7,29.08860759,102.261581,10,502,5,0,5,3,1,100.4,4,132,1,0,1,1,0,44,89,2166,13,0,13,16,7,28.5,https://i.ibb.co/YN3dFnR/player.png
34,Younis Khan,Pakistan,21,428,4,347,0,2,5,2,25.17647059,94.76337298,10,182,4,0,1,2,1,30.33333333,1,47,0,0,0,1,0,47,20,381,4,0,2,4,2,23.8125,https://i.ibb.co/YN3dFnR/player.png
37,Abdul Razzaq,Pakistan,28,383,11,339,0,0,2,2,22.52941176,107.6591485,10,125,2,0,0,1,1,15.625,0,31,1,0,0,0,0,13,28,383,11,0,0,2,2,22.52941176,https://i.ibb.co/YN3dFnR/player.png
38,AC Gilchrist,Australia,13,272,1,203,0,0,4,0,22.66666667,114.9700465,10,255,1,0,0,4,0,28.33333333,3,74,0,0,0,1,0,24.66666667,10,198,1,0,0,3,0,22,https://i.ibb.co/YN3dFnR/player.png
39,MJ Clarke,Australia,28,488,6,490,0,1,5,3,22.18181818,87.19889369,10,210,1,0,1,1,0,23.33333333,6,135,1,0,0,3,0,27,22,353,5,0,1,2,3,20.76470588,https://i.ibb.co/YN3dFnR/player.png
40,A Symonds,Australia,11,337,5,204,0,2,4,2,56.16666667,130.6167892,10,305,5,0,2,3,2,61,2,124,2,0,1,1,0,0,9,213,3,0,1,3,2,35.5,https://i.ibb.co/YN3dFnR/player.png
41,RT Ponting,Australia,16,401,3,311,0,2,2,2,30.84615385,93.7702862,10,215,2,0,1,1,1,26.875,2,68,0,0,0,1,0,34,14,333,3,0,2,1,2,30.27272727,https://i.ibb.co/YN3dFnR/player.png
44,MEK Hussey,Australia,30,721,11,542,0,4,5,1,37.94736842,122.6701368,10,264,4,0,2,1,0,44,3,47,0,0,0,0,0,15.66666667,27,674,11,0,4,5,1,42.125,https://i.ibb.co/YN3dFnR/player.png
46,SP Fleming,New Zealand,5,110,0,87,0,0,2,0,22,120.3479853,5,110,0,0,0,2,0,22,4,79,0,0,0,1,0,19.75,1,31,0,0,0,1,0,31,https://i.ibb.co/YN3dFnR/player.png
48,SB Styris,New Zealand,29,578,3,493,0,1,7,0,22.23076923,109.666148,10,225,0,0,0,4,0,22.5,8,206,0,0,1,2,0,25.75,21,372,3,0,0,5,0,20.66666667,https://i.ibb.co/YN3dFnR/player.png
49,CD McMillan,New Zealand,7,187,2,119,0,1,2,0,37.4,139.8197241,7,187,2,0,1,2,0,37.4,1,9,0,0,0,0,0,9,6,178,2,0,1,2,0,44.5,https://i.ibb.co/YN3dFnR/player.png
55,KD Mills,New Zealand,19,137,8,125,0,0,2,5,12.45454545,83.40802764,10,31,5,0,0,0,3,6.2,7,64,2,0,0,1,2,12.8,12,73,6,0,0,1,3,12.16666667,https://i.ibb.co/YN3dFnR/player.png
56,JEC Franklin,New Zealand,31,463,9,398,0,2,3,2,21.04545455,110.3680078,10,119,2,0,1,0,2,14.875,17,302,5,0,1,2,0,25.16666667,14,161,4,0,1,1,2,16.1,https://i.ibb.co/YN3dFnR/player.png
57,LRPL Taylor,New Zealand,93,1909,21,1620,0,7,14,6,26.51388889,110.090541,10,238,1,0,2,0,1,26.44444444,42,881,10,0,3,8,3,27.53125,51,1028,11,0,4,6,3,25.7,https://i.ibb.co/YN3dFnR/player.png
60,PD McGlashan,New Zealand,9,61,1,65,0,0,0,0,7.625,92.31481481,9,61,1,0,0,0,0,7.625,5,45,1,0,0,0,0,11.25,4,16,0,0,0,0,0,4,https://i.ibb.co/YN3dFnR/player.png
61,SE Bond,New Zealand,8,21,3,21,0,0,0,2,4.2,92.26190476,8,21,3,0,0,0,2,4.2,3,9,2,0,0,0,1,9,5,12,1,0,0,0,1,3,https://i.ibb.co/YN3dFnR/player.png
62,MR Gillespie,New Zealand,6,21,3,32,0,0,0,1,7,66.46825397,6,21,3,0,0,0,1,7,1,3,1,0,0,0,0,0,5,18,2,0,0,0,1,6,https://i.ibb.co/YN3dFnR/player.png
63,WU Tharanga,Sri Lanka,26,407,1,348,0,0,4,3,16.28,100.4247763,10,191,1,0,0,2,0,21.22222222,8,133,1,0,0,1,0,19,18,274,0,0,0,3,3,15.22222222,https://i.ibb.co/YN3dFnR/player.png
64,ST Jayasuriya,Sri Lanka,28,615,2,495,0,4,4,4,23.65384615,95.51849995,10,88,1,0,0,1,1,9.777777778,4,64,0,0,0,1,0,16,24,551,2,0,4,3,4,25.04545455,https://i.ibb.co/YN3dFnR/player.png
65,DPMD Jayawardene,Sri Lanka,52,1458,11,1141,1,9,9,2,35.56097561,108.5778692,10,269,2,0,2,1,0,33.625,17,466,3,0,2,6,0,33.28571429,35,992,8,1,7,3,2,36.74074074,https://i.ibb.co/YN3dFnR/player.png
66,JR Hopes,Australia,7,105,2,100,0,0,1,0,21,124.8484848,7,105,2,0,0,1,0,21,2,29,1,0,0,0,0,29,5,76,1,0,0,1,0,19,https://i.ibb.co/YN3dFnR/player.png
67,GC Smith,South Africa,32,911,1,752,0,4,9,1,29.38709677,109.8972935,10,263,0,0,1,3,1,26.3,16,528,1,0,4,3,1,35.2,16,383,0,0,0,6,0,23.9375,https://i.ibb.co/YN3dFnR/player.png
69,MV Boucher,South Africa,20,268,5,287,0,0,2,1,17.86666667,89.55782581,10,74,4,0,0,0,1,12.33333333,8,150,2,0,0,2,0,25,12,118,3,0,0,0,1,13.11111111,https://i.ibb.co/YN3dFnR/player.png
70,SM Pollock,South Africa,9,86,3,72,0,0,1,3,14.33333333,72.16161616,9,86,3,0,0,1,3,14.33333333,8,62,3,0,0,1,3,12.4,1,24,0,0,0,0,0,24,https://i.ibb.co/YN3dFnR/player.png
73,J Botha,South Africa,20,201,9,171,0,0,1,1,18.27272727,123.5604414,10,130,2,0,0,1,1,16.25,8,106,4,0,0,1,0,26.5,12,95,5,0,0,0,1,13.57142857,https://i.ibb.co/YN3dFnR/player.png
76,LE Bosman,South Africa,13,270,0,193,0,2,1,2,20.76923077,98.92383202,10,218,0,0,2,1,2,21.8,7,242,0,0,2,1,0,34.57142857,6,28,0,0,0,0,2,4.666666667,https://i.ibb.co/YN3dFnR/player.png
80,B Lee,Australia,12,101,6,71,0,0,1,3,16.83333333,109.6230159,10,43,5,0,0,0,3,8.6,2,6,2,0,0,0,1,0,10,95,4,0,0,1,2,15.83333333,https://i.ibb.co/YN3dFnR/player.png
81,NW Bracken,Australia,6,15,3,22,0,0,0,1,5,115.6565657,6,15,3,0,0,0,1,5,1,1,0,0,0,0,0,1,5,14,3,0,0,0,1,7,https://i.ibb.co/YN3dFnR/player.png
84,RS Morton,West Indies,7,96,1,105,0,0,1,1,16,72.46598639,7,96,1,0,0,1,1,16,0,31,1,0,0,0,0,13,7,96,1,0,0,1,1,16,https://i.ibb.co/YN3dFnR/player.png
85,DR Smith,West Indies,32,582,2,484,0,3,2,1,19.4,116.1387851,10,184,0,0,1,0,0,18.4,10,184,0,0,1,1,1,18.4,22,398,2,0,2,1,0,19.9,https://i.ibb.co/YN3dFnR/player.png
87,S Chanderpaul,West Indies,22,343,5,357,0,0,2,1,20.17647059,95.79395468,10,168,2,0,0,0,0,21,8,148,1,0,0,0,0,21.14285714,14,195,4,0,0,2,1,19.5,https://i.ibb.co/YN3dFnR/player.png
89,D Ramdin,West Indies,49,636,16,573,0,1,6,3,19.27272727,104.3002669,10,194,4,0,0,2,0,32.33333333,11,82,3,0,0,1,1,10.25,38,554,13,0,1,5,2,22.16,https://i.ibb.co/YN3dFnR/player.png
90,L Vincent,New Zealand,9,174,0,186,0,0,2,1,19.33333333,77.93704164,9,174,0,0,0,2,1,19.33333333,1,42,0,0,0,1,0,42,8,132,0,0,0,1,1,16.5,https://i.ibb.co/YN3dFnR/player.png
91,PG Fulton,New Zealand,12,127,1,145,0,0,0,2,11.54545455,68.26728255,10,97,1,0,0,0,2,10.77777778,4,40,0,0,0,0,0,10,8,87,1,0,0,0,2,12.42857143,https://i.ibb.co/YN3dFnR/player.png
93,A Flintoff,England,7,76,2,62,0,0,1,1,15.2,108.8950054,7,76,2,0,0,1,1,15.2,1,6,0,0,0,0,0,6,6,70,2,0,0,1,1,17.5,https://i.ibb.co/YN3dFnR/player.png
99,JM Kemp,South Africa,7,203,4,163,0,1,1,0,67.66666667,114.2010437,7,203,4,0,1,1,0,67.66666667,7,203,4,0,1,1,0,67.66666667,0,36.5,1,0,0,0,0,13,https://i.ibb.co/YN3dFnR/player.png
101,JA Morkel,South Africa,37,572,12,412,0,0,5,1,22.88,140.0929743,10,106,3,0,0,0,0,15.14285714,15,310,4,0,0,4,0,28.18181818,22,262,8,0,0,1,1,18.71428571,https://i.ibb.co/YN3dFnR/player.png
105,JDP Oram,New Zealand,30,474,6,347,0,2,2,3,19.75,114.4998521,10,96,2,0,0,0,2,12,7,113,1,0,1,0,2,18.83333333,23,361,5,0,1,2,1,20.05555556,https://i.ibb.co/YN3dFnR/player.png
106,RJ Peterson,South Africa,12,124,4,114,0,0,2,1,15.5,88.51701012,10,82,4,0,0,1,1,13.66666667,7,64,0,0,0,1,1,9.142857143,5,60,4,0,0,1,0,60,https://i.ibb.co/YN3dFnR/player.png
109,V Sehwag,India,18,394,2,284,0,2,2,1,24.625,134.5680524,10,222,1,0,1,0,0,24.66666667,3,95,0,0,1,0,0,31.66666667,15,299,2,0,1,2,1,23,https://i.ibb.co/YN3dFnR/player.png
113,CK Kapugedera,Sri Lanka,37,685,6,598,0,1,9,0,22.09677419,112.3329258,10,199,2,0,1,3,0,24.875,10,229,1,0,1,3,0,25.44444444,27,456,5,0,0,6,0,20.72727273,https://i.ibb.co/YN3dFnR/player.png
115,SL Malinga,Sri Lanka,31,136,11,164,0,0,0,9,6.8,69.4861378,10,58,3,0,0,0,3,8.285714286,10,30,3,0,0,0,4,4.285714286,21,106,8,0,0,0,5,8.153846154,https://i.ibb.co/YN3dFnR/player.png
116,CRD Fernando,Sri Lanka,5,25,0,28,0,0,0,2,5,46.33333333,5,25,0,0,0,0,2,5,0,31,1,0,0,0,0,13,5,25,0,0,0,0,2,5,https://i.ibb.co/YN3dFnR/player.png
117,TT Bresnan,England,21,216,9,172,0,0,1,3,18,116.8864126,10,137,4,0,0,1,1,22.83333333,3,9,2,0,0,0,0,9,18,207,7,0,0,1,3,18.81818182,https://i.ibb.co/YN3dFnR/player.png
119,MJ Prior,England,8,127,2,106,0,0,1,1,21.16666667,105.9647817,8,127,2,0,0,1,1,21.16666667,2,47,0,0,0,0,0,23.5,6,80,2,0,0,1,1,20,https://i.ibb.co/YN3dFnR/player.png
120,LJ Wright,England,44,759,4,570,0,4,6,9,18.975,95.0968154,10,152,1,0,1,2,3,16.88888889,13,252,0,0,2,2,1,19.38461538,31,507,4,0,2,4,8,18.77777778,https://i.ibb.co/YN3dFnR/player.png
121,OA Shah,England,15,347,1,297,0,1,4,0,24.78571429,113.4846663,10,224,0,0,0,3,0,22.4,7,168,1,0,1,2,0,28,8,179,0,0,0,2,0,22.375,https://i.ibb.co/YN3dFnR/player.png
122,AD Mascarenhas,England,12,123,5,107,0,0,1,3,17.57142857,92.69265233,10,103,4,0,0,1,3,17.16666667,5,62,3,0,0,0,0,31,7,61,2,0,0,1,3,12.2,https://i.ibb.co/YN3dFnR/player.png
124,SCJ Broad,England,25,118,10,119,0,0,0,2,7.866666667,114.5679654,10,53,3,0,0,0,0,7.571428571,7,45,5,0,0,0,1,22.5,18,73,5,0,0,0,1,5.615384615,https://i.ibb.co/YN3dFnR/player.png
126,DO Obuya,Kenya,7,84,1,128,0,0,0,1,14,62.63244692,7,84,1,0,0,0,1,14,4,58,0,0,0,0,0,14.5,3,26,1,0,0,0,1,13,https://i.ibb.co/YN3dFnR/player.png
128,T Mishra,Kenya,12,206,0,239,0,0,3,1,17.16666667,76.69144145,10,155,0,0,0,2,1,15.5,5,135,0,0,0,3,0,27,7,71,0,0,0,0,1,10.14285714,https://i.ibb.co/YN3dFnR/player.png
129,SO Tikolo,Kenya,9,176,1,145,0,1,1,2,22,100.1380872,9,176,1,0,1,1,2,22,1,24,0,0,0,0,0,24,8,152,1,0,1,1,2,21.71428571,https://i.ibb.co/YN3dFnR/player.png
130,TM Odoyo,Kenya,7,65,0,81,0,0,0,1,9.285714286,76.40371533,7,65,0,0,0,0,1,9.285714286,2,27,0,0,0,0,0,13.5,5,38,0,0,0,0,1,7.6,https://i.ibb.co/YN3dFnR/player.png
131,CO Obuya,Kenya,27,541,6,546,0,3,4,2,25.76190476,85.33613525,10,223,0,0,1,2,0,22.3,5,89,1,0,0,1,0,22.25,22,452,5,0,3,3,2,26.58823529,https://i.ibb.co/YN3dFnR/player.png
132,JK Kamande,Kenya,5,24,0,40,0,0,0,2,4.8,48,5,24,0,0,0,0,2,4.8,2,6,0,0,0,0,1,3,3,18,0,0,0,0,1,6,https://i.ibb.co/YN3dFnR/player.png
135,Tamim Iqbal,Bangladesh,74,1693,11,1489,1,7,12,4,26.87301587,100.1243928,10,273,1,0,2,2,1,30.33333333,26,469,2,0,1,4,1,19.54166667,48,1224,9,1,6,8,3,31.38461538,https://i.ibb.co/YN3dFnR/player.png
136,Nazimuddin,Bangladesh,7,178,0,164,0,1,2,2,25.42857143,62.71974809,7,178,0,0,1,2,2,25.42857143,0,31,1,0,0,0,0,13,7,178,0,0,1,2,2,25.42857143,https://i.ibb.co/YN3dFnR/player.png
137,Aftab Ahmed,Bangladesh,10,200,2,163,0,1,2,0,25,126.2530998,10,200,2,0,1,2,0,25,0,31,1,0,0,0,0,13,10,200,2,0,1,2,0,25,https://i.ibb.co/YN3dFnR/player.png
138,Mohammad Ashraful,Bangladesh,20,382,1,285,0,2,2,2,20.10526316,126.0790407,10,207,0,0,1,1,2,20.7,1,24,0,0,0,0,0,24,19,358,1,0,2,2,2,19.88888889,https://i.ibb.co/YN3dFnR/player.png
139,Alok Kapali,Bangladesh,7,57,2,89,0,0,0,2,11.4,53.54599497,7,57,2,0,0,0,2,11.4,2,2,0,0,0,0,1,1,5,55,2,0,0,0,1,18.33333333,https://i.ibb.co/YN3dFnR/player.png
140,Mahmudullah,Bangladesh,77,1457,23,1218,0,4,17,2,26.98148148,110.3326739,10,198,3,0,1,1,0,28.28571429,30,677,11,0,3,8,0,35.63157895,47,780,12,0,1,9,2,22.28571429,https://i.ibb.co/YN3dFnR/player.png
141,Mashrafe Mortaza,Bangladesh,35,291,11,230,0,0,1,6,12.125,104.4285381,10,54,3,0,0,0,2,7.714285714,15,139,6,0,0,0,4,15.44444444,20,152,5,0,0,1,2,10.13333333,https://i.ibb.co/YN3dFnR/player.png
142,LMP Simmons,West Indies,56,1262,11,1048,0,8,5,6,28.04444444,102.2894289,10,346,3,0,3,0,0,49.42857143,27,607,7,0,4,2,0,30.35,29,655,4,0,4,3,6,26.2,https://i.ibb.co/YN3dFnR/player.png
144,MN Samuels,West Indies,65,1611,11,1414,0,10,11,0,29.83333333,105.3121172,10,277,2,0,1,3,0,34.625,19,496,3,0,2,3,0,31,46,1115,8,0,8,8,0,29.34210526,https://i.ibb.co/YN3dFnR/player.png
145,DJG Sammy,West Indies,50,587,16,422,0,0,5,3,17.26470588,130.1973349,10,114,4,0,0,0,1,19,21,225,4,0,0,3,2,13.23529412,29,362,12,0,0,2,1,21.29411765,https://i.ibb.co/YN3dFnR/player.png
147,IJL Trott,England,7,138,1,149,0,1,2,1,23,71.34952725,7,138,1,0,1,2,1,23,3,11,1,0,0,0,1,5.5,4,127,0,0,1,2,0,31.75,https://i.ibb.co/YN3dFnR/player.png
148,Salman Butt,Pakistan,21,488,2,469,0,2,5,1,25.68421053,93.84828716,10,285,1,0,2,3,1,31.66666667,1,1,1,0,0,0,0,0,20,487,1,0,2,5,1,25.63157895,https://i.ibb.co/YN3dFnR/player.png
149,Imran Nazir,Pakistan,23,495,3,377,0,3,3,2,24.75,114.6102812,10,180,0,0,1,0,1,18,0,31,1,0,0,0,0,13,23,495,3,0,3,3,2,24.75,https://i.ibb.co/YN3dFnR/player.png
150,Misbah-ul-Haq,Pakistan,32,771,12,720,0,3,6,1,38.55,101.0319633,10,214,3,0,0,2,1,30.57142857,1,87,1,0,1,0,0,0,31,684,11,0,2,6,1,34.2,https://i.ibb.co/YN3dFnR/player.png
151,Kamran Akmal,Pakistan,51,964,8,829,0,5,9,7,22.41860465,94.01155763,10,144,0,0,0,2,2,14.4,1,0,0,0,0,0,1,0,50,964,8,0,5,9,6,22.95238095,https://i.ibb.co/YN3dFnR/player.png
